                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    313,                0.43571,                  1.023,                 1.0482,                      1,                      1,                  0.995,                  0.995,                0.14364,                0.31932,                 0.6921,             0.00027292,             0.00027292,             0.00027292
                    314,                0.42665,                0.94492,                 1.0369,                      1,                      1,                  0.995,                  0.995,                0.18826,                0.33821,                0.69799,             0.00027151,             0.00027151,             0.00027151
                    315,                0.36773,                0.88147,                 1.0398,                      1,                      1,                  0.995,                  0.995,                0.16866,                0.30801,                0.69155,             0.00027009,             0.00027009,             0.00027009
                    316,                0.42109,                0.98383,                 1.0575,                      1,                      1,                  0.995,                  0.995,                0.16096,                0.31276,                0.68937,             0.00026868,             0.00026868,             0.00026868
                    317,                0.40577,                0.98796,                   1.04,                      1,                      1,                  0.995,                  0.995,                0.18431,                0.34953,                0.69029,             0.00026726,             0.00026726,             0.00026726
                    318,                0.38884,                0.88577,                 1.0351,                      1,                      1,                  0.995,                  0.995,                  0.212,                0.28719,                0.69663,             0.00026585,             0.00026585,             0.00026585
                    319,                0.37453,                0.88356,                 1.0383,                      1,                      1,                  0.995,                  0.995,                0.19816,                0.32934,                0.69604,             0.00026444,             0.00026444,             0.00026444
                    320,                0.43117,                0.92397,                 1.0594,                      1,                      1,                  0.995,                  0.995,                0.13346,                0.26519,                0.68521,             0.00026302,             0.00026302,             0.00026302
                    321,                0.45017,                 1.0247,                 1.0538,                      1,                      1,                  0.995,                  0.995,                0.17948,                0.31281,                0.68841,             0.00026161,             0.00026161,             0.00026161
                    322,                0.43255,                0.96385,                  1.053,                      1,                      1,                  0.995,                  0.995,                0.20162,                0.28925,                 0.6948,              0.0002602,              0.0002602,              0.0002602
                    323,                0.46668,                 1.0512,                 1.0513,                      1,                      1,                  0.995,                  0.995,                0.20991,                0.31043,                0.69822,             0.00025878,             0.00025878,             0.00025878
                    324,                0.38887,                 0.9067,                 1.0408,                      1,                      1,                  0.995,                  0.995,                0.17777,                0.31484,                 0.6887,             0.00025737,             0.00025737,             0.00025737
                    325,                0.39482,                0.87388,                 1.0424,                      1,                      1,                  0.995,                  0.995,                 0.2104,                0.41858,                0.69617,             0.00025595,             0.00025595,             0.00025595
                    326,                0.42185,                 0.9024,                 1.0278,                      1,                      1,                  0.995,                  0.995,                0.25512,                0.46313,                0.70766,             0.00025454,             0.00025454,             0.00025454
                    327,                0.37442,                0.88012,                0.99725,                      1,                      1,                  0.995,                  0.995,                0.24744,                 0.4686,                0.71426,             0.00025313,             0.00025313,             0.00025313
                    328,                 0.3975,                 0.9019,                 1.0431,                      1,                      1,                  0.995,                  0.995,                0.20611,                0.39513,                0.70301,             0.00025171,             0.00025171,             0.00025171
                    329,                0.43303,                 0.9642,                 1.0592,                      1,                      1,                  0.995,                  0.995,                 0.1394,                0.27795,                0.69413,              0.0002503,              0.0002503,              0.0002503
                    330,                 0.3932,                0.86546,                 1.0281,                      1,                      1,                  0.995,                  0.995,                0.14198,                0.28128,                0.69557,             0.00024889,             0.00024889,             0.00024889
                    331,                0.43038,                0.93862,                 1.0386,                      1,                      1,                  0.995,                  0.995,                0.18987,                0.31046,                0.70062,             0.00024747,             0.00024747,             0.00024747
                    332,                0.37051,                0.88476,                 1.0436,                      1,                      1,                  0.995,                  0.995,                0.15614,                0.27728,                0.69782,             0.00024606,             0.00024606,             0.00024606
                    333,                0.36167,                0.91714,                 1.0141,                      1,                      1,                  0.995,                  0.995,                0.17593,                0.31624,                0.70322,             0.00024464,             0.00024464,             0.00024464
                    334,                 0.3891,                0.85545,                 1.0177,                      1,                      1,                  0.995,                  0.995,                 0.2127,                0.31875,                0.70486,             0.00024323,             0.00024323,             0.00024323
                    335,                0.39917,                 0.8692,                 1.0115,                      1,                      1,                  0.995,                  0.995,                0.19296,                0.31737,                0.68805,             0.00024182,             0.00024182,             0.00024182
                    336,                0.41144,                 0.9388,                 1.0446,                      1,                      1,                  0.995,                  0.995,                0.17947,                0.29577,                0.68257,              0.0002404,              0.0002404,              0.0002404
                    337,                0.41378,                0.90532,                 1.0422,                      1,                      1,                  0.995,                  0.995,                0.18346,                0.32051,                0.68156,             0.00023899,             0.00023899,             0.00023899
                    338,                0.40027,                0.87856,                 1.0279,                      1,                      1,                  0.995,                  0.995,                0.19773,                0.30249,                0.68589,             0.00023758,             0.00023758,             0.00023758
                    339,                0.40814,                0.91404,                 1.0365,                      1,                      1,                  0.995,                  0.995,                0.18254,                 0.3578,                0.68248,             0.00023616,             0.00023616,             0.00023616
                    340,                0.42545,                0.94225,                 1.0666,                      1,                      1,                  0.995,                  0.995,                0.16505,                0.29538,                0.67851,             0.00023475,             0.00023475,             0.00023475
                    341,                0.42799,                0.95198,                 1.0276,                      1,                      1,                  0.995,                  0.995,                0.15304,                 0.2779,                 0.6886,             0.00023334,             0.00023334,             0.00023334
                    342,                0.42631,                0.95633,                 1.0514,                      1,                      1,                  0.995,                  0.995,                0.14802,                0.26257,                0.68819,             0.00023192,             0.00023192,             0.00023192
                    343,                0.41889,                0.96237,                 1.0216,                      1,                      1,                  0.995,                  0.995,                0.13534,                0.31433,                 0.6794,             0.00023051,             0.00023051,             0.00023051
                    344,                0.41021,                0.87915,                 1.0432,                      1,                      1,                  0.995,                  0.995,                0.11771,                0.30531,                0.67745,             0.00022909,             0.00022909,             0.00022909
                    345,                0.39781,                0.87506,                 1.0382,                      1,                      1,                  0.995,                  0.995,                0.11985,                0.30093,                0.67718,             0.00022768,             0.00022768,             0.00022768
                    346,                0.38658,                 0.8937,                 1.0488,                      1,                      1,                  0.995,                  0.995,                0.16933,                0.31641,                0.69258,             0.00022627,             0.00022627,             0.00022627
                    347,                0.39954,                0.84893,                 1.0132,                      1,                      1,                  0.995,                  0.995,                0.26838,                0.31533,                0.72356,             0.00022485,             0.00022485,             0.00022485
                    348,                  0.423,                 1.0509,                 1.0295,                      1,                      1,                  0.995,                  0.995,                 0.2564,                0.31627,                0.72287,             0.00022344,             0.00022344,             0.00022344
                    349,                0.41201,                0.89784,                 1.0144,                      1,                      1,                  0.995,                  0.995,                0.18071,                 0.3451,                 0.7052,             0.00022203,             0.00022203,             0.00022203
                    350,                0.39603,                0.88698,                 1.0312,                      1,                      1,                  0.995,                  0.995,                0.22953,                0.37629,                0.71444,             0.00022061,             0.00022061,             0.00022061
                    351,                0.45251,                0.95384,                 1.0453,                      1,                      1,                  0.995,                  0.995,                  0.277,                0.37272,                0.71821,              0.0002192,              0.0002192,              0.0002192
                    352,                  0.371,                0.82833,                  1.041,                      1,                      1,                  0.995,                  0.995,                0.20209,                0.30801,                0.70045,             0.00021778,             0.00021778,             0.00021778
                    353,                0.43915,                0.98937,                 1.0813,                      1,                      1,                  0.995,                  0.995,                0.12798,                0.32969,                0.67679,             0.00021637,             0.00021637,             0.00021637
                    354,                0.40047,                0.88627,                 1.0163,                      1,                      1,                  0.995,                  0.995,                0.13216,                0.35767,                0.67284,             0.00021496,             0.00021496,             0.00021496
                    355,                0.46958,                 1.0212,                 1.0515,                      1,                      1,                  0.995,                  0.995,                0.12802,                0.32321,                0.67407,             0.00021354,             0.00021354,             0.00021354
                    356,                 0.3683,                0.81405,                 1.0042,                      1,                      1,                  0.995,                  0.995,                0.15925,                0.33619,                0.68043,             0.00021213,             0.00021213,             0.00021213
                    357,                0.41372,                0.93531,                 1.0336,                      1,                      1,                  0.995,                  0.995,                0.17104,                0.36283,                0.68098,             0.00021072,             0.00021072,             0.00021072
                    358,                0.36918,                 0.8753,                 1.0233,                      1,                      1,                  0.995,                  0.995,                0.13643,                0.31348,                0.67485,              0.0002093,              0.0002093,              0.0002093
                    359,                0.37611,                0.91815,                0.98456,                      1,                      1,                  0.995,                  0.995,                0.14037,                0.35031,                 0.6751,             0.00020789,             0.00020789,             0.00020789
                    360,                0.41369,                0.86606,                 1.0321,                      1,                      1,                  0.995,                  0.995,                0.19921,                0.35613,                0.68723,             0.00020647,             0.00020647,             0.00020647
                    361,                0.39514,                0.92194,                 1.0277,                      1,                      1,                  0.995,                  0.995,                0.22276,                 0.3484,                 0.6959,             0.00020506,             0.00020506,             0.00020506
                    362,                0.38297,                 0.8988,                 1.0368,                      1,                      1,                  0.995,                  0.995,                 0.1953,                 0.3448,                0.69148,             0.00020365,             0.00020365,             0.00020365
                    363,                0.40889,                0.90681,                 1.0421,                      1,                      1,                  0.995,                  0.995,                0.15445,                0.37376,                0.68767,             0.00020223,             0.00020223,             0.00020223
                    364,                0.40983,                0.88013,                 1.0371,                      1,                      1,                  0.995,                  0.995,                 0.1251,                0.31038,                0.68917,             0.00020082,             0.00020082,             0.00020082
                    365,                0.36641,                0.89896,                 1.0271,                      1,                      1,                  0.995,                  0.995,                 0.1135,                0.28616,                0.69101,             0.00019941,             0.00019941,             0.00019941
                    366,                0.37104,                0.89871,                 1.0069,                      1,                      1,                  0.995,                  0.995,                0.13046,                0.26284,                0.69099,             0.00019799,             0.00019799,             0.00019799
                    367,                0.37305,                0.81114,                 1.0141,                      1,                      1,                  0.995,                  0.995,                 0.1323,                0.22256,                0.68715,             0.00019658,             0.00019658,             0.00019658
                    368,                0.37951,                0.81871,                  1.014,                      1,                      1,                  0.995,                  0.995,                0.14999,                0.23481,                0.69273,             0.00019516,             0.00019516,             0.00019516
                    369,                0.38722,                0.84165,                 1.0356,                      1,                      1,                  0.995,                  0.995,                0.15909,                0.25719,                0.69295,             0.00019375,             0.00019375,             0.00019375
                    370,                0.40626,                0.89538,                 1.0275,                      1,                      1,                  0.995,                  0.995,                 0.1813,                0.26372,                0.68956,             0.00019234,             0.00019234,             0.00019234
                    371,                0.41784,                0.95166,                 1.0378,                      1,                      1,                  0.995,                  0.995,                0.17111,                0.26596,                0.68022,             0.00019092,             0.00019092,             0.00019092
                    372,                0.40352,                0.86832,                 1.0233,                      1,                      1,                  0.995,                  0.995,                0.14916,                0.28685,                0.67445,             0.00018951,             0.00018951,             0.00018951
                    373,                0.38604,                 0.8387,                 1.0207,                      1,                      1,                  0.995,                  0.995,                0.18844,                0.29659,                0.68163,              0.0001881,              0.0001881,              0.0001881
                    374,                0.37384,                0.85866,                 1.0149,                      1,                      1,                  0.995,                  0.995,                0.21275,                0.32056,                0.68883,             0.00018668,             0.00018668,             0.00018668
                    375,                0.39572,                0.85897,                 1.0163,                      1,                      1,                  0.995,                  0.995,                0.23157,                0.32832,                0.69956,             0.00018527,             0.00018527,             0.00018527
                    376,                0.43991,                 1.0056,                 1.0206,                      1,                      1,                  0.995,                  0.995,                0.19982,                0.29817,                0.69643,             0.00018385,             0.00018385,             0.00018385
                    377,                0.38048,                0.90537,                 1.0328,                      1,                      1,                  0.995,                  0.995,                0.20002,                0.33805,                0.69677,             0.00018244,             0.00018244,             0.00018244
                    378,                0.37214,                0.83067,                 1.0233,                      1,                      1,                  0.995,                  0.995,                0.21454,                0.32013,                0.69835,             0.00018103,             0.00018103,             0.00018103
                    379,                0.36943,                0.85133,                  1.034,                      1,                      1,                  0.995,                  0.995,                0.16487,                0.27472,                0.68575,             0.00017961,             0.00017961,             0.00017961
                    380,                0.39429,                0.91601,                  1.039,                      1,                      1,                  0.995,                  0.995,                0.13079,                0.24122,                0.67907,              0.0001782,              0.0001782,              0.0001782
                    381,                0.35618,                 0.7724,                0.98188,                      1,                      1,                  0.995,                  0.995,                 0.1131,                0.22385,                0.67666,             0.00017679,             0.00017679,             0.00017679
                    382,                0.40843,                0.90129,                  1.026,                      1,                      1,                  0.995,                  0.995,                0.14195,                0.26953,                0.67942,             0.00017537,             0.00017537,             0.00017537
                    383,                0.43174,                0.86513,                 1.0215,                      1,                      1,                  0.995,                  0.995,                0.17506,                0.29754,                0.68522,             0.00017396,             0.00017396,             0.00017396
                    384,                 0.3979,                0.91656,                 1.0314,                      1,                      1,                  0.995,                  0.995,                0.15128,                0.31318,                0.68389,             0.00017255,             0.00017255,             0.00017255
                    385,                0.38276,                0.88981,                  1.023,                      1,                      1,                  0.995,                  0.995,                0.14125,                0.28146,                0.67991,             0.00017113,             0.00017113,             0.00017113
                    386,                0.34718,                 0.8458,                0.99309,                      1,                      1,                  0.995,                  0.995,                0.15675,                0.25718,                0.68287,             0.00016972,             0.00016972,             0.00016972
                    387,                0.42586,                0.90608,                 1.0275,                      1,                      1,                  0.995,                  0.995,                0.13195,                0.24826,                0.67843,              0.0001683,              0.0001683,              0.0001683
                    388,                0.35762,                0.90991,                 1.0303,                      1,                      1,                  0.995,                  0.995,                0.11847,                0.27738,                0.68097,             0.00016689,             0.00016689,             0.00016689
                    389,                0.35293,                0.82027,                 1.0128,                      1,                      1,                  0.995,                  0.995,                0.16415,                0.36836,                0.70352,             0.00016548,             0.00016548,             0.00016548
                    390,                0.41805,                0.92667,                  1.019,                      1,                      1,                  0.995,                  0.995,                0.16423,                0.37089,                0.70453,             0.00016406,             0.00016406,             0.00016406
                    391,                0.41108,                0.85106,                0.98916,                      1,                      1,                  0.995,                  0.995,                0.17548,                0.32567,                0.69872,             0.00016265,             0.00016265,             0.00016265
                    392,                0.33272,                0.79196,                0.99143,                      1,                      1,                  0.995,                  0.995,                0.14602,                0.30308,                0.69659,             0.00016124,             0.00016124,             0.00016124
                    393,                0.37372,                0.91263,                 1.0297,                      1,                      1,                  0.995,                  0.995,                0.13882,                0.25607,                0.69349,             0.00015982,             0.00015982,             0.00015982
                    394,                0.39825,                  0.862,                 1.0402,                      1,                      1,                  0.995,                  0.995,                0.15836,                 0.2427,                0.69311,             0.00015841,             0.00015841,             0.00015841
                    395,                0.37771,                0.85068,                 1.0085,                      1,                      1,                  0.995,                  0.995,                0.17524,                0.30138,                 0.6883,             0.00015699,             0.00015699,             0.00015699
                    396,                0.36843,                0.79171,                  1.009,                      1,                      1,                  0.995,                  0.995,                0.18931,                0.23701,                0.68431,             0.00015558,             0.00015558,             0.00015558
                    397,                0.33894,                0.78391,                0.97686,                      1,                      1,                  0.995,                  0.995,                0.12465,                0.24475,                0.67796,             0.00015417,             0.00015417,             0.00015417
                    398,                0.35236,                0.80054,                 1.0021,                      1,                      1,                  0.995,                  0.995,                0.10788,                0.25514,                0.67954,             0.00015275,             0.00015275,             0.00015275
                    399,                0.45572,                0.87972,                 1.0568,                      1,                      1,                  0.995,                  0.995,                0.15668,                0.22716,                 0.6932,             0.00015134,             0.00015134,             0.00015134
                    400,                0.34163,                0.78453,                0.99162,                      1,                      1,                  0.995,                  0.995,                0.20143,                0.25552,                0.70507,             0.00014993,             0.00014993,             0.00014993
                    401,                0.41198,                0.84647,                 1.0131,                      1,                      1,                  0.995,                  0.995,                 0.3189,                0.25754,                0.73792,             0.00014851,             0.00014851,             0.00014851
                    402,                0.38124,                0.84839,                 1.0228,                      1,                      1,                  0.995,                  0.995,                0.30837,                0.25251,                 0.7337,              0.0001471,              0.0001471,              0.0001471
                    403,                0.35803,                0.78644,                0.99788,                      1,                      1,                  0.995,                  0.995,                0.18367,                0.28898,                 0.7001,             0.00014568,             0.00014568,             0.00014568
                    404,                  0.349,                0.82539,                 1.0034,                      1,                      1,                  0.995,                  0.995,                0.14817,                0.27598,                0.69254,             0.00014427,             0.00014427,             0.00014427
                    405,                0.39941,                0.88494,                 1.0291,                      1,                      1,                  0.995,                  0.995,                0.16511,                0.26561,                0.69102,             0.00014286,             0.00014286,             0.00014286
                    406,                0.34998,                0.77384,                0.99937,                      1,                      1,                  0.995,                  0.995,                0.17885,                0.26557,                0.69364,             0.00014144,             0.00014144,             0.00014144
                    407,                 0.3815,                0.86209,                 1.0146,                      1,                      1,                  0.995,                  0.995,                0.19014,                0.25192,                 0.7016,             0.00014003,             0.00014003,             0.00014003
                    408,                0.39014,                0.85105,                 1.0204,                      1,                      1,                  0.995,                  0.995,                0.17195,                0.28129,                0.70098,             0.00013862,             0.00013862,             0.00013862
                    409,                0.37951,                0.83587,                 1.0053,                      1,                      1,                  0.995,                  0.995,                0.17651,                0.25511,                0.69324,              0.0001372,              0.0001372,              0.0001372
                    410,                 0.3307,                 0.7143,                0.99734,                      1,                      1,                  0.995,                  0.995,                0.16463,                0.27227,                0.68434,             0.00013579,             0.00013579,             0.00013579
                    411,                 0.3569,                0.71642,                0.99586,                      1,                      1,                  0.995,                  0.995,                0.12453,                0.27819,                0.67699,             0.00013437,             0.00013437,             0.00013437
                    412,                0.40555,                0.82731,                 1.0233,                      1,                      1,                  0.995,                  0.995,                0.12241,                0.28383,                0.67566,             0.00013296,             0.00013296,             0.00013296
                    413,                0.35376,                 0.7363,                0.98014,                      1,                      1,                  0.995,                  0.995,                0.16418,                0.31629,                 0.6829,             0.00013155,             0.00013155,             0.00013155
                    414,                0.37681,                0.83996,                0.99582,                      1,                      1,                  0.995,                  0.995,                0.16686,                0.33371,                0.68496,             0.00013013,             0.00013013,             0.00013013
                    415,                0.35742,                0.84362,                0.99093,                      1,                      1,                  0.995,                  0.995,                0.15706,                0.28125,                0.68514,             0.00012872,             0.00012872,             0.00012872
                    416,                0.42835,                0.85743,                 1.0439,                      1,                      1,                  0.995,                  0.995,                0.16411,                0.25731,                0.68985,             0.00012731,             0.00012731,             0.00012731
                    417,                0.36885,                0.82906,                 1.0109,                      1,                      1,                  0.995,                  0.995,                  0.149,                0.29127,                0.68856,             0.00012589,             0.00012589,             0.00012589
                    418,                0.38557,                0.73039,                 1.0064,                      1,                      1,                  0.995,                  0.995,                0.15629,                0.30572,                0.68956,             0.00012448,             0.00012448,             0.00012448
                    419,                0.34319,                0.73896,                 1.0033,                      1,                      1,                  0.995,                  0.995,                0.18353,                0.28674,                0.69277,             0.00012307,             0.00012307,             0.00012307
                    420,                0.43104,                0.88378,                 1.0322,                      1,                      1,                  0.995,                  0.995,                0.14935,                0.27449,                0.68883,             0.00012165,             0.00012165,             0.00012165
                    421,                0.37212,                0.86698,                 1.0189,                      1,                      1,                  0.995,                  0.995,                 0.1764,                0.24079,                0.68956,             0.00012024,             0.00012024,             0.00012024
                    422,                0.34113,                0.78259,                 1.0085,                      1,                      1,                  0.995,                  0.995,                0.19892,                 0.2216,                0.69048,             0.00011882,             0.00011882,             0.00011882
                    423,                0.37812,                0.87927,                  1.021,                      1,                      1,                  0.995,                  0.995,                 0.1924,                0.25005,                0.69123,             0.00011741,             0.00011741,             0.00011741
                    424,                0.41661,                0.85918,                 1.0131,                      1,                      1,                  0.995,                  0.995,                0.17927,                0.24682,                0.69026,               0.000116,               0.000116,               0.000116
                    425,                0.34479,                0.76311,                0.99358,                      1,                      1,                  0.995,                  0.995,                0.13967,                0.29112,                0.68696,             0.00011458,             0.00011458,             0.00011458
                    426,                0.36686,                0.82642,                 1.0024,                      1,                      1,                  0.995,                  0.995,                0.13815,                0.26644,                0.69046,             0.00011317,             0.00011317,             0.00011317
                    427,                0.34475,                0.78765,                0.97347,                      1,                      1,                  0.995,                  0.995,                0.17343,                  0.233,                0.70305,             0.00011176,             0.00011176,             0.00011176
                    428,                0.36455,                 0.7867,                 1.0249,                      1,                      1,                  0.995,                  0.995,                0.18951,                0.23111,                0.70538,             0.00011034,             0.00011034,             0.00011034
                    429,                0.37338,                0.79781,                0.99366,                      1,                      1,                  0.995,                  0.995,                0.17741,                0.26293,                0.69467,             0.00010893,             0.00010893,             0.00010893
                    430,                0.40241,                0.83439,                 1.0309,                      1,                      1,                  0.995,                  0.995,                0.15292,                0.27194,                0.68542,             0.00010751,             0.00010751,             0.00010751
                    431,                0.35105,                0.76536,                0.99181,                      1,                      1,                  0.995,                  0.995,                0.13441,                0.28521,                0.67614,              0.0001061,              0.0001061,              0.0001061
                    432,                0.38386,                0.82491,                 1.0112,                      1,                      1,                  0.995,                  0.995,                0.14118,                0.28223,                0.67534,             0.00010469,             0.00010469,             0.00010469
                    433,                0.38761,                0.82613,                 1.0291,                      1,                      1,                  0.995,                  0.995,                0.16257,                0.31044,                0.67591,             0.00010327,             0.00010327,             0.00010327
                    434,                0.36854,                0.81406,                0.99555,                      1,                      1,                  0.995,                  0.995,                 0.1608,                0.31878,                0.67568,             0.00010186,             0.00010186,             0.00010186
                    435,                0.40388,                0.91203,                 1.0279,                      1,                      1,                  0.995,                  0.995,                0.13582,                0.40382,                0.67343,             0.00010045,             0.00010045,             0.00010045
                    436,                 0.3533,                0.82564,                0.99406,                      1,                      1,                  0.995,                  0.995,                0.11828,                0.38093,                0.67278,             9.9032e-05,             9.9032e-05,             9.9032e-05
                    437,                0.39354,                0.79097,                 1.0028,                      1,                      1,                  0.995,                  0.995,                0.11087,                0.26069,                0.67632,             9.7618e-05,             9.7618e-05,             9.7618e-05
                    438,                0.35381,                0.76795,                0.99646,                      1,                      1,                  0.995,                  0.995,                0.13036,                0.25189,                0.68205,             9.6204e-05,             9.6204e-05,             9.6204e-05
                    439,                0.38954,                0.81516,                 1.0122,                      1,                      1,                  0.995,                  0.995,                0.18733,                0.24385,                0.69675,             9.4791e-05,             9.4791e-05,             9.4791e-05
                    440,                0.33712,                0.75132,                 1.0102,                      1,                      1,                  0.995,                  0.995,                0.21041,                0.23384,                0.70071,             9.3377e-05,             9.3377e-05,             9.3377e-05
                    441,                0.34791,                  0.718,                0.99498,                      1,                      1,                  0.995,                  0.995,                0.19115,                0.21365,                0.69583,             9.1963e-05,             9.1963e-05,             9.1963e-05
                    442,                 0.3481,                0.77258,                0.98327,                      1,                      1,                  0.995,                  0.995,                0.18344,                0.20955,                0.69161,             9.0549e-05,             9.0549e-05,             9.0549e-05
                    443,                 0.3269,                0.73755,                 1.0026,                      1,                      1,                  0.995,                  0.995,                0.16933,                0.22159,                 0.6923,             8.9136e-05,             8.9136e-05,             8.9136e-05
                    444,                0.38081,                0.83232,                 1.0016,                      1,                      1,                  0.995,                  0.995,                0.15614,                 0.2167,                0.69121,             8.7722e-05,             8.7722e-05,             8.7722e-05
                    445,                 0.3949,                0.84024,                 1.0348,                      1,                      1,                  0.995,                  0.995,                0.16136,                0.25409,                0.69468,             8.6308e-05,             8.6308e-05,             8.6308e-05
                    446,                0.34285,                0.76271,                 0.9849,                      1,                      1,                  0.995,                  0.995,                0.16394,                0.25114,                0.69688,             8.4895e-05,             8.4895e-05,             8.4895e-05
                    447,                0.36799,                0.81893,                  1.002,                      1,                      1,                  0.995,                  0.995,                0.17467,                0.23804,                 0.6964,             8.3481e-05,             8.3481e-05,             8.3481e-05
                    448,                0.33786,                0.71261,                 1.0064,                      1,                      1,                  0.995,                  0.995,                0.16724,                0.24328,                0.69486,             8.2067e-05,             8.2067e-05,             8.2067e-05
                    449,                0.34922,                0.76012,                0.99282,                      1,                      1,                  0.995,                  0.995,                0.14641,                0.23592,                0.68908,             8.0653e-05,             8.0653e-05,             8.0653e-05
                    450,                0.39528,                0.79705,                 1.0044,                      1,                      1,                  0.995,                  0.995,                0.12802,                0.24852,                0.68385,              7.924e-05,              7.924e-05,              7.924e-05
                    451,                0.35255,                0.73565,                 1.0085,                      1,                      1,                  0.995,                  0.995,                0.11722,                0.25626,                0.67999,             7.7826e-05,             7.7826e-05,             7.7826e-05
                    452,                0.34584,                0.74074,                0.98946,                      1,                      1,                  0.995,                  0.995,                0.12212,                0.26219,                0.68019,             7.6412e-05,             7.6412e-05,             7.6412e-05
                    453,                 0.3857,                0.77989,                 0.9882,                      1,                      1,                  0.995,                  0.995,                0.14017,                0.25275,                0.68084,             7.4999e-05,             7.4999e-05,             7.4999e-05
                    454,                0.38767,                0.84261,                 1.0031,                      1,                      1,                  0.995,                  0.995,                0.14349,                0.25706,                0.67971,             7.3585e-05,             7.3585e-05,             7.3585e-05
                    455,                0.34515,                0.81579,                0.98395,                      1,                      1,                  0.995,                  0.995,                0.15536,                0.27442,                 0.6775,             7.2171e-05,             7.2171e-05,             7.2171e-05
                    456,                0.37894,                0.80837,                 1.0247,                      1,                      1,                  0.995,                  0.995,                0.15541,                0.28676,                 0.6784,             7.0757e-05,             7.0757e-05,             7.0757e-05
                    457,                0.36772,                0.74251,                 1.0122,                      1,                      1,                  0.995,                  0.995,                0.18136,                0.30387,                0.68144,             6.9344e-05,             6.9344e-05,             6.9344e-05
                    458,                0.33858,                0.74585,                 1.0195,                      1,                      1,                  0.995,                  0.995,                0.17908,                0.30096,                0.68325,              6.793e-05,              6.793e-05,              6.793e-05
                    459,                0.37169,                0.79114,                 1.0022,                      1,                      1,                  0.995,                  0.995,                0.15671,                0.31233,                0.67844,             6.6516e-05,             6.6516e-05,             6.6516e-05
                    460,                 0.3499,                0.74162,                0.98565,                      1,                      1,                  0.995,                  0.995,                0.15512,                0.28867,                0.67947,             6.5103e-05,             6.5103e-05,             6.5103e-05
                    461,                0.34192,                0.74756,                0.96628,                      1,                      1,                  0.995,                  0.995,                0.15632,                0.27641,                 0.6831,             6.3689e-05,             6.3689e-05,             6.3689e-05
                    462,                0.37979,                0.77367,                0.98912,                      1,                      1,                  0.995,                  0.995,                 0.1448,                0.26514,                0.68296,             6.2275e-05,             6.2275e-05,             6.2275e-05
                    463,                0.35239,                0.78683,                 1.0115,                      1,                      1,                  0.995,                  0.995,                 0.1439,                0.27599,                0.68541,             6.0861e-05,             6.0861e-05,             6.0861e-05
                    464,                0.37163,                0.78681,                0.98324,                      1,                      1,                  0.995,                  0.995,                0.14718,                0.29531,                 0.6858,             5.9448e-05,             5.9448e-05,             5.9448e-05
                    465,                0.35499,                0.78131,                 1.0015,                      1,                      1,                  0.995,                  0.995,                0.17119,                0.29712,                0.68312,             5.8034e-05,             5.8034e-05,             5.8034e-05
                    466,                0.37891,                0.74777,                0.99987,                      1,                      1,                  0.995,                  0.995,                0.17686,                0.31323,                0.68286,              5.662e-05,              5.662e-05,              5.662e-05
                    467,                0.36923,                0.80937,                 1.0185,                      1,                      1,                  0.995,                  0.995,                0.16609,                0.27327,                0.68315,             5.5206e-05,             5.5206e-05,             5.5206e-05
                    468,                0.38299,                0.85864,                 1.0298,                      1,                      1,                  0.995,                  0.995,                0.15945,                0.27886,                0.68124,             5.3793e-05,             5.3793e-05,             5.3793e-05
                    469,                0.34506,                0.68856,                0.97431,                      1,                      1,                  0.995,                  0.995,                0.14144,                0.24726,                0.68142,             5.2379e-05,             5.2379e-05,             5.2379e-05
                    470,                0.36032,                0.74861,                0.97905,                      1,                      1,                  0.995,                  0.995,                0.13841,                 0.2609,                0.68171,             5.0965e-05,             5.0965e-05,             5.0965e-05
                    471,                0.36735,                0.76436,                 1.0171,                      1,                      1,                  0.995,                  0.995,                 0.1565,                0.26236,                0.68465,             4.9552e-05,             4.9552e-05,             4.9552e-05
                    472,                0.34406,                0.73657,                0.99736,                      1,                      1,                  0.995,                  0.995,                0.17671,                0.25211,                0.68746,             4.8138e-05,             4.8138e-05,             4.8138e-05
                    473,                0.37621,                0.81015,                 1.0017,                      1,                      1,                  0.995,                  0.995,                0.18488,                  0.212,                 0.6854,             4.6724e-05,             4.6724e-05,             4.6724e-05
                    474,                0.34945,                0.73124,                 1.0157,                      1,                      1,                  0.995,                  0.995,                0.17898,                0.21881,                0.68355,              4.531e-05,              4.531e-05,              4.531e-05
                    475,                0.31673,                0.71475,                0.97573,                      1,                      1,                  0.995,                  0.995,                0.16364,                0.22364,                0.68063,             4.3897e-05,             4.3897e-05,             4.3897e-05
                    476,                0.36018,                0.77186,                0.99202,                      1,                      1,                  0.995,                  0.995,                0.15417,                0.21398,                0.67832,             4.2483e-05,             4.2483e-05,             4.2483e-05
                    477,                0.35515,                0.73498,                0.99112,                      1,                      1,                  0.995,                  0.995,                0.13594,                0.20119,                0.67529,             4.1069e-05,             4.1069e-05,             4.1069e-05
